id,donor_id,prod_smiles,ald_smiles,prod_arc,prod_mem,ald_arc,ald_mem,thermal_prod,thermal_ald,charge_prod,charge_ald,label_stored,new_scaffold_split
102097,102097,O=C(OF)C(F)(F)C(=O)C(O)C(F)(F)C(=O)OF,O=CC(F)(F)C(=O)OF,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1020/geom.tar.zst,xyz/p000097.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1020/geom.tar.zst,ald_xyz/a000050.xyz,0.018638021905005,-0.0031252876799996,0,0,-10.249539644659547,train
118698,118698,O=C(Br)C(Br)C(=O)C(O)C(Br)C(=O)Br,O=CC(Br)C(=O)Br,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1186/geom.tar.zst,xyz/p000098.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1186/geom.tar.zst,ald_xyz/a000070.xyz,0.0110941738189964,-0.0092933990209971,0,0,1.4430650905765712,test
36,36,O=C(C(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,O=CC(Cl)(Cl)Cl,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_0000/geom.tar.zst,xyz/p000036.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_0000/geom.tar.zst,ald_xyz/a000063.xyz,-0.0066100537610012,-0.0165742756440003,0,0,2.6242451950384225,test
15639,15639,N#CC(F)(F)C(=O)C(O)C(F)(F)C#N,N#CC(F)(F)C=O,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_0156/geom.tar.zst,xyz/p000039.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_0156/geom.tar.zst,ald_xyz/a000042.xyz,0.0129143819440002,-0.0052499679690001,0,0,-10.759398960694632,train
51535,51535,O=C(C(O)C(F)(I)C(F)(F)F)C(F)(I)C(F)(F)F,O=CC(F)(I)C(F)(F)F,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_0515/geom.tar.zst,xyz/p000035.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_0515/geom.tar.zst,ald_xyz/a000068.xyz,0.0095791081119926,-0.0089615639700042,0,0,1.2804568794346112,test
19587,19587,O=C(C(O)C(F)(C(F)(F)F)C(F)(F)Br)C(F)(C(F)(F)F)C(F)(F)Br,O=CC(F)(C(F)(F)F)C(F)(F)Br,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_0195/geom.tar.zst,xyz/p000087.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_0195/geom.tar.zst,ald_xyz/a000050.xyz,0.0306752697159993,0.0003757897249982,0,0,9.038640126320608,validation
136266,136266,O=C(c1ccc(Sc2cc(F)ccc2F)c(F)c1)C(O)c1ccc(Sc2cc(F)ccc2F)c(F)c1,O=Cc1ccc(Sc2cc(F)ccc2F)c(F)c1,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1362/geom.tar.zst,xyz/p000066.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1362/geom.tar.zst,ald_xyz/a000087.xyz,0.2155413146259945,0.0940106464429959,0,0,,train
210889,210889,CC(CCC(=O)C(O)CCC(C)C(=O)O)C(=O)O,CC(CCC=O)C(=O)O,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_2108/geom.tar.zst,xyz/p000089.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_2108/geom.tar.zst,ald_xyz/a000018.xyz,0.2117253071359996,0.0918778852759985,0,0,-1.2393801388136962,test
18718,18718,COC(=O)c1nccn2ncc(C(=O)C(O)c3cnn4ccnc(C(=O)OC)c34)c12,COC(=O)c1nccn2ncc(C=O)c12,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_0187/geom.tar.zst,xyz/p000018.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_0187/geom.tar.zst,ald_xyz/a000032.xyz,0.2088474820189958,0.0861868501569986,0,0,,validation
127963,127963,CC(OC(=O)COc1ccc(C(=O)C(O)c2ccc(OCC(=O)OC(C)C(=O)Nc3cccc(F)c3)cc2)cc1)C(=O)Nc1cccc(F)c1,C[C@H](OC(=O)COc1ccc(C=O)cc1)C(=O)Nc1cccc(F)c1,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1279/geom.tar.zst,xyz/p000063.xyz,/gpfs/scratch1/shared/schen3/benzoin-dg-restored/data/cross_benzoin/bde_homo_product_featurize_20260902/chunk_1279/geom.tar.zst,ald_xyz/a000057.xyz,0.4756496955650107,0.2103822774930108,0,0,21.62017574679292,train
