id,ald_id,smiles,ald_smiles,cls,dG_orca_kcal,dG_gxtb_kcal,dG_pred,error,uncertainty_pi_width,route_to_dft
78143,78143,Cc1cc(CC(=O)C(O)Cc2cc(C)c(OC(C)(C)C(=O)OF)c(C)c2)cc(C)c1OC(C)(C)C(=O)OF,CC1=CC(=CC(=C1OC(C)(C)C(=O)OF)C)CC=O,aliphatic,-18.32818078602649,21.8693,14.569050904564413,32.8972316905909,12.899212,True
38211,38211,[CH]C(CCC(F)(F)Cc1cccnc1)C(=O)C(O)C([CH])CCC(F)(F)Cc1cccnc1,[CH][C@@H](CCC(CC1=CN=CC=C1)(F)F)C=O,aliphatic,-52.24202262465151,-16.1648,-24.283201340236765,27.958821284414746,14.848593,True
90673,90673,O=C(c1cn(C2OC(COP(O)OP(=O)(O)O)C(O)C2F)c(=O)nc1NO)C(O)c1cn(C2OC(COP(O)OP(=O)(O)O)C(O)C2F)c(=O)nc1NO,C1=C(C(=NC(=O)N1C2C([C@@H](C(O2)COP(O)OP(=O)(O)O)O)F)NO)C=O,aromatic,14.468402794848926,23.7105,38.535323889034174,24.066921094185247,25.429493,True
84945,84945,CC(C)C(N)C(=O)OCC1(F)OC(n2cc(C(=O)C(O)c3cn(C4OC(F)(COC(=O)C(N)C(C)C)C(O)C4O)c(=S)[nH]c3=O)c(=O)[nH]c2=S)C(O)C1O,CC(C)[C@@H](C(=O)OC[C@@]1([C@H]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=S)C=O)O)O)F)N,aromatic,-5.328320216752925,10.134,15.973743105686598,21.302063322439523,19.856604,True
75245,75245,CCCCC(C(=O)[N+]1([O-])C(F)CCC1(C(N)=O)c1ccccn1)C(NO)C(=O)C(O)C(NO)C(CCCC)C(=O)[N+]1([O-])C(F)CCC1(C(N)=O)c1ccccn1,CCCC[C@H](C(C=O)NO)C(=O)[N+]1(C(CCC1(C2=CC=CC=N2)C(=O)N)F)[O-],aliphatic,29.65117693734021,-12.148,8.402680107343976,21.248496829996235,18.42593,True
117833,117833,COc1ccccc1P(Cl)(CC(=O)C(O)CP(Cl)(c1ccccc1)(c1ccccc1)c1ccccc1OC)(c1ccccc1)c1ccccc1,COC1=CC=CC=C1P(CC=O)(C2=CC=CC=C2)(C3=CC=CC=C3)Cl,aliphatic,48.10013165663872,25.7231,27.156381113542142,20.94375054309658,13.013508,True
201203,201203,C=CCc1c(O)c(C(=O)OC)c(COC(=O)C(C)(C)C)c(C(=O)C(O)c2c(O)c(CC=C)c(O)c(C(=O)OC)c2COC(=O)C(C)(C)C)c1O,CC(C)(C)C(=O)OCC1=C(C(=C(C(=C1C(=O)OC)O)CC=C)O)C=O,aromatic,30.25556533153228,0.9801,10.775136517806075,19.480428813726206,17.672651,True
215126,215126,NC(N)=NCCCC(NC(=O)Cn1cncc(NS(=O)(=O)Cc2ccccc2)c1=O)C(=O)C(O)C(CCCN=C(N)N)NC(=O)Cn1cncc(NS(=O)(=O)Cc2ccccc2)c1=O,C1=CC=C(C=C1)CS(=O)(=O)NC2=CN=CN(C2=O)CC(=O)NC(CCCN=C(N)N)C=O,aliphatic,50.34170077869134,8.3167,30.888016050200694,19.453684728490646,35.280098,True
73276,73276,CC(=O)c1c(C(=O)C(O)c2cccc(C(=O)C(F)(F)F)c2C(C)=O)cccc1C(=O)C(F)(F)F,CC(=O)C1=C(C=CC=C1C(=O)C(F)(F)F)C=O,aromatic,-0.0933761111057388,-20.8223,-19.096611497685423,19.003235386579686,7.351631,False
65792,65792,O=C(OS(=O)(=O)C(F)(F)F)C(C(=O)C(O)C(C(=O)OS(=O)(=O)C(F)(F)F)C(F)(F)F)C(F)(F)F,C(=O)C(C(=O)OS(=O)(=O)C(F)(F)F)C(F)(F)F,aliphatic,-5.320621643254694,15.8422,13.658947533600978,18.979569176855673,10.257438,False
60459,60459,O=C(c1c(OS(=O)(=O)C(F)(F)F)ccc2cccnc12)C(O)c1c(OS(=O)(=O)C(F)(F)F)ccc2cccnc12,C1=CC2=C(C(=C(C=C2)OS(=O)(=O)C(F)(F)F)C=O)N=C1,aromatic,-1.1740303322757395,-35.4794,-18.755145792861416,17.58111546058568,22.09601,True
90084,90084,CNCCN(C(=O)NC(c1csc(C(F)(F)F)n1)C1CCC(C(F)(F)F)CC1)C(C)C(=O)C(O)C(C)N(CCNC)C(=O)NC(c1csc(C(F)(F)F)n1)C1CCC(C(F)(F)F)CC1,CC(C=O)N(CCNC)C(=O)NC(C1CCC(CC1)C(F)(F)F)C2=CSC(=N2)C(F)(F)F,aliphatic,18.16031191611465,-19.7778,0.7296438033251285,17.430668112789522,18.315945,True
12635,12635,O=C(c1cccn1C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O)C(O)c1cccn1C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,C1=CN(C(=C1)C=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,aromatic,50.82884439361722,12.0613,34.69605866283365,16.132785730783567,34.107033,True
29498,29498,Cc1ccc(F)cc1S(=O)(=O)Nc1cccn(CC(=O)NC(CCCN=C(N)N)C(=O)C(O)C(CCCN=C(N)N)NC(=O)Cn2cccc(NS(=O)(=O)c3cc(F)ccc3C)c2=O)c1=O,CC1=C(C=C(C=C1)F)S(=O)(=O)NC2=CC=CN(C2=O)CC(=O)N[C@@H](CCCN=C(N)N)C=O,aliphatic,29.52931462208309,10.6533,13.78458544201471,15.74472918006838,26.84274,True
67165,67165,C=C(C)C=C(CNCc1cnccc1C(=O)C(O)c1ccncc1CNCC(=CC(=C)C)C1NCCC(F)(F)CCN1)C1NCCC(F)(F)CCN1,CC(=C)/C=C(/CNCC1=C(C=CN=C1)C=O)\C2NCCC(CCN2)(F)F,aromatic,-1.505720805208674,15.2268,13.95817872954792,15.463899534756592,15.108072,True
77803,77803,C=CC1CC(C(=O)N(C)OS(=O)c2ccc(C(F)(F)F)cc2)C1C(=O)C(O)C1C(C=C)CC1C(=O)N(C)OS(=O)c1ccc(C(F)(F)F)cc1,CN(C(=O)C1CC(C1C=O)C=C)OS(=O)C2=CC=C(C=C2)C(F)(F)F,aliphatic,45.93105405115428,26.6562,30.531476522026388,15.399577529127889,12.768303,True
215988,215988,O=C(C1C=CC(Cl)(N2CCNCC2C(=O)c2ccc(Cl)cc2Cl)C=C1Cl)C(O)C1C=CC(Cl)(N2CCNCC2C(=O)c2ccc(Cl)cc2Cl)C=C1Cl,C1CN(C(CN1)C(=O)C2=C(C=C(C=C2)Cl)Cl)C3(C=CC(C(=C3)Cl)C=O)Cl,aliphatic,-2.724119753783912,12.2558,12.638394597789548,15.36251435157346,11.381236,True
36410,36410,O=C(c1cc(F)c(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)O)c(F)c1)C(O)c1cc(F)c(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)O)c(F)c1,C1=C(C=C(C(=C1F)OS(=O)(=O)C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)F)C=O,aromatic,44.16760359617921,23.599,28.808316809368616,15.359286786810596,18.27123,True
47298,47298,NC1=C(c2ccncc2)N(F)CC=C1c1c(F)ccc(C(=O)C(O)c2ccc(F)c(C3=CCN(F)C(c4ccncc4)=C3N)c2F)c1F,C1C=C(C(=C(N1F)C2=CC=NC=C2)N)C3=C(C=CC(=C3F)C=O)F,aromatic,-15.074425300313749,-34.0962,-30.369724394023056,15.295299093709307,7.528254,False
122392,122392,CS(=O)(=O)OCC(OCc1ccccc1)C(OCc1ccccc1)C(OCc1ccccc1)C(=O)C(O)C(OCc1ccccc1)C(OCc1ccccc1)C(COS(C)(=O)=O)OCc1ccccc1,CS(=O)(=O)OC[C@H]([C@H]([C@H](C=O)OCC1=CC=CC=C1)OCC2=CC=CC=C2)OCC3=CC=CC=C3,aliphatic,45.11185606158718,11.0887,30.093796989882932,15.01805907170425,15.885561,True
53835,53835,O=C(CP1(F)=NP(F)(F)=NP(F)(F)=N1)C(O)CP1(F)=NP(F)(F)=NP(F)(F)=N1,C(C=O)P1(=NP(=NP(=N1)(F)F)(F)F)F,aliphatic,28.623272892155903,6.3708,13.858718665609846,14.764554226546057,17.080795,True
121045,121045,O=C(C(O)C(c1ccccc1)P(Cl)(c1ccccc1)(c1ccccc1)c1ccccc1)C(c1ccccc1)P(Cl)(c1ccccc1)(c1ccccc1)c1ccccc1,C1=CC=C(C=C1)C(C=O)P(C2=CC=CC=C2)(C3=CC=CC=C3)(C4=CC=CC=C4)Cl,aliphatic,34.46191628087726,11.3395,19.77757430254642,14.684341978330842,10.998123,True
181966,181966,COc1ccccc1C1CNCCN1C1CCNCC1(Oc1ccc(C(F)(F)F)cc1)C(=O)C(O)C1(Oc2ccc(C(F)(F)F)cc2)CNCCC1N1CCNCC1c1ccccc1OC,COC1=CC=CC=C1C2CNCCN2C3CCNCC3(C=O)OC4=CC=C(C=C4)C(F)(F)F,aliphatic,29.027250113412844,4.6704,14.464272216224572,14.562977897188272,17.212261,True
53484,53484,CC(C(N)=O)=C(Nc1cccc(CC(=O)C(O)Cc2cccc(NC(SC(C)c3c(F)cc(C(C)(C)O)cc3F)=C(C)C(N)=O)n2)n1)SC(C)c1c(F)cc(C(C)(C)O)cc1F,CC(C1=C(C=C(C=C1F)C(C)(C)O)F)S/C(=C(\C)/C(=O)N)/NC2=CC=CC(=N2)CC=O,aliphatic,-3.940725102636586,9.6038,10.499479044860088,14.440204147496674,17.112083,True
47990,47990,Cc1c(Cl)c(C(F)(F)F)nn1C(C(=O)C(O)C(N1CC2CN(S(=O)(=O)c3ccc(F)cc3)CC2C1)n1nc(C(F)(F)F)c(Cl)c1C)N1CC2CN(S(=O)(=O)c3ccc(F)cc3)CC2C1,CC1=C(C(=NN1C(C=O)N2CC3CN(CC3C2)S(=O)(=O)C4=CC=C(C=C4)F)C(F)(F)F)Cl,aliphatic,-13.35980864884326,-5.6475,1.0046629586731282,14.364471607516387,19.055607,True
114848,114848,CC(O)C(N)C(=O)OC(C(N)C(=O)C(O)C(N)C(OC(=O)C(N)C(C)O)C(O)C(O)CO)C(O)C(O)CO,C[C@H]([C@@H](C(=O)O[C@H]([C@H](C=O)N)[C@H]([C@@H](CO)O)O)N)O,aliphatic,-0.648910857979065,8.0863,13.6625829698385,14.311493827817564,14.611652,True
104471,104471,O=C(CCCCC(=O)OCC(=O)C(O)COC(=O)CCCCC(=O)Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1)Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,C1=CN(C(=O)N=C1NC(=O)CCCCC(=O)OCC=O)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,aliphatic,16.360549845162822,-10.903,2.1286906362465583,14.231859208916264,20.296202,True
20572,20572,CC(=O)NCCCC(=O)N1CCN(c2cccc(C(=O)C(O)c3cccc(N4CCN(C(=O)CCCNC(C)=O)CC4=O)c3)c2)C(=O)C1,CC(=O)NCCCC(=O)N1CCN(C(=O)C1)C2=CC=CC(=C2)C=O,aromatic,0.0069939217689046,6.3072,14.226700733941483,14.219706812172578,11.184148,True
57702,57702,CCCC(C)(O)C1=C(COc2cccc(F)c2C(=O)C(O)c2c(F)cccc2OCC2=C(C(C)(O)CCC)CCCC2)CCCC1,CCCC(C)(C1=C(CCCC1)COC2=C(C(=CC=C2)F)C=O)O,aromatic,1.6246969658214514,14.2715,15.698459377101363,14.073762411279912,9.718269,False
20329,20329,CCNc1nc(NCC)nc(Oc2ccc(C(=O)C(O)c3ccc(Oc4nc(NCC)nc(NCC)n4)cc3)cc2)n1,CCNC1=NC(=NC(=N1)OC2=CC=C(C=C2)C=O)NCC,aromatic,6.209374521145365,-8.0661,-7.841354760362754,14.050729281508119,6.7056093,False
36417,36417,CC(C)(C)c1cc(C(=O)C(O)c2ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)O)c(C(C)(C)C)c2)ccc1OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)O,CC(C)(C)C1=C(C=CC(=C1)C=O)OS(=O)(=O)C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F,aromatic,37.5208316182105,4.6378,23.58715643422576,13.93367518398474,20.754128,True
121939,121939,CC1=C(C)N(C)C(=C(O)c2ccccc2C(=O)C(O)c2ccccc2C(O)=C2SC(C)=C(C)N2C)S1,CC1=C(S/C(=C(/C2=CC=CC=C2C=O)\O)/N1C)C,aromatic,29.54398235224732,1.8771,15.706551435258536,13.837430916988783,12.673437,True
3455,3455,O=C(O)CC(NC(=O)C(CCCCNS(=O)(=O)c1cccc(C(=O)O)c1)c1ccccc1)C(=O)C(O)C(CC(=O)O)NC(=O)C(CCCCNS(=O)(=O)c1cccc(C(=O)O)c1)c1ccccc1,C1=CC=C(C=C1)C(CCCCNS(=O)(=O)C2=CC=CC(=C2)C(=O)O)C(=O)N[C@@H](CC(=O)O)C=O,aliphatic,-11.86138981279596,0.2611,1.9297028283402753,13.791092641136235,17.120667,True
117154,117154,O=C(O)C(O)C(O)C(O)C(O)C(=O)OC(C(=O)C(O)C(OC(=O)C(O)C(O)C(O)C(O)C(=O)O)C(O)C(O)C(O)CO)C(O)C(O)C(O)CO,C([C@H]([C@H]([C@@H]([C@H](C=O)OC(=O)[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O)O)O)O)O)O)O)O,aliphatic,1.4015022306553606,8.5411,14.987625670778616,13.586123440123256,20.975182,True
202776,202776,CC(C)=CCCC(C)=CCc1ccc(O)c(C(=O)c2c(O)cc(C(=O)C(O)c3cc(O)c(C(=O)c4c(O)ccc(CC=C(C)CCC=C(C)C)c4O)c(C(=O)O)c3)cc2C(=O)O)c1O,CC(=CCC/C(=C/CC1=C(C(=C(C=C1)O)C(=O)C2=C(C=C(C=C2O)C=O)C(=O)O)O)/C)C,aromatic,17.246802946932362,-0.9845,3.6641290860128275,13.582673860919535,11.917568,True
205370,205370,CC(C)C(NC(=O)c1ccc(N)c(Cl)c1)C(=O)N1CCNCC1C(=O)NC(CC(=O)O)C(=O)C(O)C(CC(=O)O)NC(=O)C1CNCCN1C(=O)C(NC(=O)c1ccc(N)c(Cl)c1)C(C)C,CC(C)[C@@H](C(=O)N1CCNCC1C(=O)N[C@@H](CC(=O)O)C=O)NC(=O)C2=CC(=C(C=C2)N)Cl,aliphatic,23.844734074474,9.7503,10.311400733919516,13.533333340554485,18.999723,True
82347,82347,Cc1nc2ncc(C(=CN(C)C)c3cc[nH]c3C(=O)C(O)c3[nH]ccc3C(=CN(C)C)c3cnc4nc(C)n(Cc5cccc(C(F)(F)F)c5)c4n3)nc2n1Cc1cccc(C(F)(F)F)c1,CC1=NC2=NC=C(N=C2N1CC3=CC(=CC=C3)C(F)(F)F)/C(=C/N(C)C)/C4=C(NC=C4)C=O,aromatic,32.23417077924822,2.8491,18.711346265167137,13.52282451408108,10.720007,True
15069,15069,COc1c(C)ncc(COP(=O)(O)O)c1C(=O)C(O)c1c(COP(=O)(O)O)cnc(C)c1OC,CC1=NC=C(C(=C1OC)C=O)COP(=O)(O)O,aromatic,13.783525110445815,-14.0031,0.2734213889706787,13.510103721475136,13.652444,True
182957,182957,COC1C2CC(CC2C(=O)C(O)C2CC3CC2C(OC)C3OC(=O)C(F)(F)S(=O)(=O)O)C1OC(=O)C(F)(F)S(=O)(=O)O,COC1C2CC(C1OC(=O)C(F)(F)S(=O)(=O)O)CC2C=O,aliphatic,39.8554275685648,20.6036,26.348040440497375,13.507387128067425,16.295658,True
54241,54241,CC(NC(=O)c1ccc(F)c(F)c1)C(=O)N1CCCC1C(=O)NC(CC(=O)O)C(=O)C(O)C(CC(=O)O)NC(=O)C1CCCN1C(=O)C(C)NC(=O)c1ccc(F)c(F)c1,CC(C(=O)N1CCC[C@H]1C(=O)NC(CC(=O)O)C=O)NC(=O)C2=CC(=C(C=C2)F)F,aliphatic,19.016070050734974,-6.3365,5.5128625652446805,13.503207485490293,16.607834,True
192638,192638,COc1cc(F)c(C(=O)C(O)c2c(F)cc(OC)cc2S(=O)(=O)Cl)c(S(=O)(=O)Cl)c1,COC1=CC(=C(C(=C1)S(=O)(=O)Cl)C=O)F,aromatic,26.95652261116536,-6.2449,13.492524351351658,13.463998259813703,24.92758,True
132236,132236,CCOC(=O)C1=C(O)CC(c2ccccc2F)C(C(=O)C(O)C2C(c3ccccc3F)CC(O)=C(C(=O)OCC)C2c2ccco2)C1c1ccco1,CCOC(=O)C1=C(C[C@@H]([C@H]([C@H]1C2=CC=CO2)C=O)C3=CC=CC=C3F)O,aliphatic,3.8454509361278304,-16.1396,-9.448383154238442,13.293834090366273,10.315448,False
67988,67988,Cc1nc(C)n(CCC(NC(=O)c2ncn(Cc3ccccc3F)n2)C(=O)C(O)C(CCn2c(C)nc(C)c2N(C)C)NC(=O)c2ncn(Cc3ccccc3F)n2)c1N(C)C,CC1=C(N(C(=N1)C)CCC(C=O)NC(=O)C2=NN(C=N2)CC3=CC=CC=C3F)N(C)C,aliphatic,-17.615048633356885,-0.5605,-4.45167587272938,13.163372760627505,14.179473,True
70774,70774,CCN(CC)c1ccc(C(=O)C(O)c2ccc(N(CC)CC)cc2OS(=O)(=O)C(F)(F)F)c(OS(=O)(=O)C(F)(F)F)c1,CCN(CC)C1=CC(=C(C=C1)C=O)OS(=O)(=O)C(F)(F)F,aromatic,56.53072410953504,63.5082,69.64688799805594,13.116163888520902,11.106185,True
205477,205477,CC(NC(=O)C(CO)NS(=O)(=O)C=Cc1ccccc1)C(=O)NC(CCCN=C(N)N)C(=O)C(O)C(CCCN=C(N)N)NC(=O)C(C)NC(=O)C(CO)NS(=O)(=O)C=Cc1ccccc1,C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C=O)NC(=O)[C@@H](CO)NS(=O)(=O)/C=C/C1=CC=CC=C1,aliphatic,25.86049822676236,9.3546,12.797005471350088,13.063492755412272,21.678488,True
110758,110758,CC(N)C(=O)NC(COP(=O)(O)O)C(=O)C(O)C(COP(=O)(O)O)NC(=O)C(C)N,C[C@@H](C(=O)N[C@@H](COP(=O)(O)O)C=O)N,aliphatic,51.654603668712845,31.9575,38.59131916946371,13.063284499249136,19.786186,True
131811,131811,O=C(c1ccc(-c2cc(C(F)(F)F)c(S(=O)(=O)O)cc2Cl)o1)C(O)c1ccc(-c2cc(C(F)(F)F)c(S(=O)(=O)O)cc2Cl)o1,C1=C(OC(=C1)C2=CC(=C(C=C2Cl)S(=O)(=O)O)C(F)(F)F)C=O,aromatic,24.246664667402705,-1.1405,11.256285019573948,12.990379647828757,12.041097,True
3830,3830,NC(=S)NNc1ccc(N)c(C(=O)C(O)c2nc(NNC(N)=S)ccc2N)n1,C1=CC(=NC(=C1N)C=O)NNC(=S)N,aromatic,18.433698164469824,-0.9721,5.471239616516295,12.96245854795353,16.182154,True
